OriginalName,Organizations,Type,CleanName,CleanNameNoMiddle,IsDuplicate
"B_dard, Claude",Standards Council of Canada,Govenor In Council Appointments,"B_dard, Claude","B_dard, Claude",FALSE
"Coll, Kathryn",Standards Council of Canada,Govenor In Council Appointments,"Coll, Kathryn","Coll, Kathryn",FALSE
"Gignac, Suzie",Standards Council of Canada,Govenor In Council Appointments,"Gignac, Suzie","Gignac, Suzie",FALSE
"Heggelund, Merete",Standards Council of Canada,Govenor In Council Appointments,"Heggelund, Merete","Heggelund, Merete",FALSE
"Milsom, Kathy",Standards Council of Canada,Govenor In Council Appointments,"Milsom, Kathy","Milsom, Kathy",FALSE
"Walter, John",Standards Council of Canada,Govenor In Council Appointments,"Walter, John","Walter, John",FALSE
"Bilodeau, Roger",Supreme Court of Canada,Govenor In Council Appointments,"Bilodeau, Roger","Bilodeau, Roger",FALSE
"Lord, Marie-Linda",Telefilm Canada,Govenor In Council Appointments,"Lord, Marie-Linda","Lord, Marie-Linda",FALSE
"Orenstein, Elise",Telefilm Canada,Govenor In Council Appointments,"Orenstein, Elise","Orenstein, Elise",FALSE
"Roy, Michel",Telefilm Canada,Govenor In Council Appointments,"Roy, Michel","Roy, Michel",FALSE
"Brabant, Carolle","Telefilm Canada,?National Film Board",Govenor In Council Appointments,"Brabant, Carolle","Brabant, Carolle",FALSE
"Joli-Coeur, Claude","Telefilm Canada,?National Film Board",Govenor In Council Appointments,"Joli-Coeur, Claude","Joli-Coeur, Claude",FALSE
"Buckler, Tracy",Thunder Bay Port Authority,Govenor In Council Appointments,"Buckler, Tracy","Buckler, Tracy",FALSE
"Badowski, John",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Badowski, John","Badowski, John",FALSE
"Desbiens, Caroline",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Desbiens, Caroline","Desbiens, Caroline",FALSE
"Drouin, Gary",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Drouin, Gary","Drouin, Gary",FALSE
"Lee, Herbert",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Lee, Herbert","Lee, Herbert",FALSE
"LePitre, Barrie",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"LePitre, Barrie","LePitre, Barrie",FALSE
"Parsons, Jim",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Parsons, Jim","Parsons, Jim",FALSE
"Perlman, Robert",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Perlman, Robert","Perlman, Robert",FALSE
"Pietracupa, Franco",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Pietracupa, Franco","Pietracupa, Franco",FALSE
"Racine, Suzanne",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Racine, Suzanne","Racine, Suzanne",FALSE
"Rogers, Stephen",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Rogers, Stephen","Rogers, Stephen",FALSE
"Shabah, Abdo",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Shabah, Abdo","Shabah, Abdo",FALSE
"Villemaire, Yves",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Villemaire, Yves","Villemaire, Yves",FALSE
"Arvisais, Luc",Trois-Rivières Port Authority,Govenor In Council Appointments,"Arvisais, Luc","Arvisais, Luc",FALSE
"Diamond-G_linas, Nicole",Trois-Rivières Port Authority,Govenor In Council Appointments,"Diamond-G_linas, Nicole","Diamond-G_linas, Nicole",FALSE
"Dupuis, François",Trois-Rivières Port Authority,Govenor In Council Appointments,"Dupuis, François","Dupuis, François",FALSE
"Gravel, Martine",Trois-Rivières Port Authority,Govenor In Council Appointments,"Gravel, Martine","Gravel, Martine",FALSE
"Marchand, Cl_o",Trois-Rivières Port Authority,Govenor In Council Appointments,"Marchand, Cl_o","Marchand, Cl_o",FALSE
"Bancroft-Jones, Anne",Vancouver Fraser Port Authority,Govenor In Council Appointments,"Bancroft-Jones, Anne","Bancroft-Jones, Anne",FALSE
"Neeser, Craig",Vancouver Fraser Port Authority,Govenor In Council Appointments,"Neeser, Craig","Neeser, Craig",FALSE
"Desjardins, Pierre",Veterans Review and Appeal Board,Govenor In Council Appointments,"Desjardins, Pierre","Desjardins, Pierre",FALSE
"Dionne, Lise",Veterans Review and Appeal Board,Govenor In Council Appointments,"Dionne, Lise","Dionne, Lise",FALSE
"Frenette, Richard",Veterans Review and Appeal Board,Govenor In Council Appointments,"Frenette, Richard","Frenette, Richard",FALSE
"Kean, Dana",Veterans Review and Appeal Board,Govenor In Council Appointments,"Kean, Dana","Kean, Dana",FALSE
"Langille, Roger",Veterans Review and Appeal Board,Govenor In Council Appointments,"Langille, Roger","Langille, Roger",FALSE
"Malo, Robert",Veterans Review and Appeal Board,Govenor In Council Appointments,"Malo, Robert","Malo, Robert",FALSE
"Martel, Serge",Veterans Review and Appeal Board,Govenor In Council Appointments,"Martel, Serge","Martel, Serge",FALSE
"O'Kurley, Brian",Veterans Review and Appeal Board,Govenor In Council Appointments,"O'Kurley, Brian","O'Kurley, Brian",FALSE
"Taylor, Brent",Veterans Review and Appeal Board,Govenor In Council Appointments,"Taylor, Brent","Taylor, Brent",FALSE
"Tobin Oates, Mary",Veterans Review and Appeal Board,Govenor In Council Appointments,"Tobin Oates, Mary","Tobin Oates, Mary",FALSE
"Vautour, Angela",Veterans Review and Appeal Board,Govenor In Council Appointments,"Vautour, Angela","Vautour, Angela",FALSE
"Walsh, Joan",Veterans Review and Appeal Board,Govenor In Council Appointments,"Walsh, Joan","Walsh, Joan",FALSE
"Woodfield, Richard",Veterans Review and Appeal Board,Govenor In Council Appointments,"Woodfield, Richard","Woodfield, Richard",FALSE
"Desjardins-Siciliano, Yves",VIA Rail Canada Inc.,Govenor In Council Appointments,"Desjardins-Siciliano, Yves","Desjardins-Siciliano, Yves",FALSE
"Durand, Denis",VIA Rail Canada Inc.,Govenor In Council Appointments,"Durand, Denis","Durand, Denis",FALSE
"Hoff, David",VIA Rail Canada Inc.,Govenor In Council Appointments,"Hoff, David","Hoff, David",FALSE
"Mowat, Jane",VIA Rail Canada Inc.,Govenor In Council Appointments,"Mowat, Jane","Mowat, Jane",FALSE
"Sergieh, Hind",VIA Rail Canada Inc.,Govenor In Council Appointments,"Sergieh, Hind","Sergieh, Hind",FALSE
"Lucente, Rocco",Windsor Port Authority,Govenor In Council Appointments,"Lucente, Rocco","Lucente, Rocco",FALSE
"Mulroney Lapham, Caroline",Windsor-Detroit Bridge Authority,Govenor In Council Appointments,"Mulroney Lapham, Caroline","Mulroney Lapham, Caroline",FALSE
"Barber, Garnet (Randy)",Social Security Tribunal,Govenor In Council Appointments,"Barber, Randy","Barber, Randy",TRUE
"Kluczewski, Chris (Krzysztof)",Oshawa Port Authority,Govenor In Council Appointments,"Kluczewski, Krzysztof","Kluczewski, Krzysztof",TRUE
"Cautillo, Michele (Michael)",Windsor-Detroit Bridge Authority,Govenor In Council Appointments,"Cautillo, Michael","Cautillo, Michael",TRUE
"Hewitt, Warren Edward (Ted)",Social Sciences and Humanities Research Council,Govenor In Council Appointments,"Hewitt, Ted","Hewitt, Ted",TRUE
"KPMG Peat Marwick Thorne, Chartered Accountants",Business Development Bank of Canada,Govenor In Council Appointments,"KPMG Peat Marwick Thorne, Chartered Accountants","KPMG Peat Marwick Thorne, Chartered",FALSE
"Hazlett Parker, Valerie Anne",Social Security Tribunal,Govenor In Council Appointments,"Hazlett Parker, Valerie Anne","Hazlett Parker, Valerie",FALSE
"Ryan Bourgeois, Angela Jean",Social Security Tribunal,Govenor In Council Appointments,"Ryan Bourgeois, Angela Jean","Ryan Bourgeois, Angela",FALSE
"Miscampbell, Patricia Jean",Immigration and Refugee Board,Govenor In Council Appointments,"Miscampbell, Patricia Jean","Miscampbell, Patricia",FALSE
"MacIntyre, Alexander Laughlin",Atlantic Pilotage Authority,Govenor In Council Appointments,"MacIntyre, Alexander Laughlin","MacIntyre, Alexander",FALSE
"Bell Hughes, Melanie Joan",Saint John Port Authority,Govenor In Council Appointments,"Bell Hughes, Melanie Joan","Bell Hughes, Melanie",FALSE
"Patterson, Catherine Mary",Social Security Tribunal,Govenor In Council Appointments,"Patterson, Catherine Mary","Patterson, Catherine",FALSE
"Annunziata, Anthony Michael",Buffalo and Fort Erie Public Bridge Authority,Govenor In Council Appointments,"Annunziata, Anthony Michael","Annunziata, Anthony",FALSE
"Sutherland, Barbara Jean",Canada Lands Company Limited,Govenor In Council Appointments,"Sutherland, Barbara Jean","Sutherland, Barbara",FALSE
"Badger, Christopher John",Nanaimo Port Authority,Govenor In Council Appointments,"Badger, Christopher John","Badger, Christopher",FALSE
"Waraich, Bhalwinder Singh",Social Sciences and Humanities Research Council,Govenor In Council Appointments,"Waraich, Bhalwinder Singh","Waraich, Bhalwinder",FALSE
"Beauchesne, Michael Anthony",Social Security Tribunal,Govenor In Council Appointments,"Beauchesne, Michael Anthony","Beauchesne, Michael",FALSE
"Laidlaw, Jacqueline Ruth",Social Security Tribunal,Govenor In Council Appointments,"Laidlaw, Jacqueline Ruth","Laidlaw, Jacqueline",FALSE
"Wallocha, Katherine Corinne",Social Security Tribunal,Govenor In Council Appointments,"Wallocha, Katherine Corinne","Wallocha, Katherine",FALSE
"Brooks, Christopher James",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Brooks, Christopher James","Brooks, Christopher",FALSE
"Phillips, Alexander Charles",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Phillips, Alexander Charles","Phillips, Alexander",FALSE
"Brabander, Richard Georg Rolf",Canada Industrial Relations Board,Govenor In Council Appointments,"Brabander, Richard Georg Rolf","Brabander, Richard",FALSE
"MacPherson, Judith Frances",Canada Industrial Relations Board,Govenor In Council Appointments,"MacPherson, Judith Frances","MacPherson, Judith",FALSE
"MacPherson, Sheila Marlene",Canadian Human Rights Commission,Govenor In Council Appointments,"MacPherson, Sheila Marlene","MacPherson, Sheila",FALSE
"Bebbington, Robert Joseph",Immigration and Refugee Board,Govenor In Council Appointments,"Bebbington, Robert Joseph","Bebbington, Robert",FALSE
"Gallagher, Stephen James",Immigration and Refugee Board,Govenor In Council Appointments,"Gallagher, Stephen James","Gallagher, Stephen",FALSE
"Macdougall, Donald Virtue",Immigration and Refugee Board,Govenor In Council Appointments,"Macdougall, Donald Virtue","Macdougall, Donald",FALSE
"McCaffrey, Michael Scott",Immigration and Refugee Board,Govenor In Council Appointments,"McCaffrey, Michael Scott","McCaffrey, Michael",FALSE
"Kefalas, Apostolos Paul",Jacques Cartier and Champlain Bridges Incorporated (The),Govenor In Council Appointments,"Kefalas, Apostolos Paul","Kefalas, Apostolos",FALSE
"O'Brien, Katherine Joy",Payments in lieu of Taxes Dispute Advisory Panel,Govenor In Council Appointments,"O'Brien, Katherine Joy","O'Brien, Katherine",FALSE
"Johnson, Shawnessy Yevonne",Social Security Tribunal,Govenor In Council Appointments,"Johnson, Shawnessy Yevonne","Johnson, Shawnessy",FALSE
"Saunders, Virginia Lee",Social Security Tribunal,Govenor In Council Appointments,"Saunders, Virginia Lee","Saunders, Virginia",FALSE
"Steinberg, Jeffrey Stuart",Social Security Tribunal,Govenor In Council Appointments,"Steinberg, Jeffrey Stuart","Steinberg, Jeffrey",FALSE
"Vanderhout, Pierre Maurice",Social Security Tribunal,Govenor In Council Appointments,"Vanderhout, Pierre Maurice","Vanderhout, Pierre",FALSE
"Galbraith, Lauria Anne",Atlantic Pilotage Authority,Govenor In Council Appointments,"Galbraith, Lauria Anne","Galbraith, Lauria",FALSE
"Creelman, Kenneth Ross",Canada Foundation for Sustainable Development Technology,Govenor In Council Appointments,"Creelman, Kenneth Ross","Creelman, Kenneth",FALSE
"MacLeod, Roderick Keith",Canada-Nova Scotia Offshore Petroleum Board,Govenor In Council Appointments,"MacLeod, Roderick Keith","MacLeod, Roderick",FALSE
"Kennedy, Patricia Anne",Canadian Air Transport Security Authority,Govenor In Council Appointments,"Kennedy, Patricia Anne","Kennedy, Patricia",FALSE
"Dauphinee, Shelly Lin",Canadian Centre for Occupational Health and Safety,Govenor In Council Appointments,"Dauphinee, Shelly Lin","Dauphinee, Shelly",FALSE
"Cathcart, Bernard Blaise",Canadian Forces,Govenor In Council Appointments,"Cathcart, Bernard Blaise","Cathcart, Bernard",FALSE
"Jean-Louis, Maxim Jacques",Canadian High Arctic Research Station,Govenor In Council Appointments,"Jean-Louis, Maxim Jacques","Jean-Louis, Maxim",FALSE
"Campbell, Stephen Douglas",Canadian Transportation Agency,Govenor In Council Appointments,"Campbell, Stephen Douglas","Campbell, Stephen",FALSE
"Fitzgerald, Peter Paul",Canadian Transportation Agency,Govenor In Council Appointments,"Fitzgerald, Peter Paul","Fitzgerald, Peter",FALSE
"McMurray, William George Avery",Canadian Transportation Agency,Govenor In Council Appointments,"McMurray, William George Avery","McMurray, William",FALSE
"Talvitie, Richard Emil",Federal Bridge Corporation Limited (The),Govenor In Council Appointments,"Talvitie, Richard Emil","Talvitie, Richard",FALSE
"Atkinson, Kenneth David",Immigration and Refugee Board,Govenor In Council Appointments,"Atkinson, Kenneth David","Atkinson, Kenneth",FALSE
"Cunningham, Lynne Patricia",Immigration and Refugee Board,Govenor In Council Appointments,"Cunningham, Lynne Patricia","Cunningham, Lynne",FALSE
"da Silva, Anthony Peter",Immigration and Refugee Board,Govenor In Council Appointments,"da Silva, Anthony Peter","da Silva, Anthony",FALSE
"Moffatt, Garfield Ian",Marine Atlantic Inc.,Govenor In Council Appointments,"Moffatt, Garfield Ian","Moffatt, Garfield",FALSE
"Emmerton, William James",National Seniors Council,Govenor In Council Appointments,"Emmerton, William James","Emmerton, William",FALSE
"Bright, Katherine Edith",Pacific Pilotage Authority,Govenor In Council Appointments,"Bright, Katherine Edith","Bright, Katherine",FALSE
"Pitsula, Patricia Lynn",Parole Board of Canada,Govenor In Council Appointments,"Pitsula, Patricia Lynn","Pitsula, Patricia",FALSE
"Greenland, Bobbie Joe",Renewable Resources Board (Gwich'in),Govenor In Council Appointments,"Greenland, Bobbie Joe","Greenland, Bobbie",FALSE
"Thompson, Gregory Francis",Roosevelt Campobello International Park Commission,Govenor In Council Appointments,"Thompson, Gregory Francis","Thompson, Gregory",FALSE
"Hamilton, Heather Jane",Social Security Tribunal,Govenor In Council Appointments,"Hamilton, Heather Jane","Hamilton, Heather",FALSE
"Rodenhurst, Brian Ray",Social Security Tribunal,Govenor In Council Appointments,"Rodenhurst, Brian Ray","Rodenhurst, Brian",FALSE
"Sajtos, Elizabeth Joanne",Social Security Tribunal,Govenor In Council Appointments,"Sajtos, Elizabeth Joanne","Sajtos, Elizabeth",FALSE
"Stapleton, Deanne Helen",St. John's Port Authority,Govenor In Council Appointments,"Stapleton, Deanne Helen","Stapleton, Deanne",FALSE
"Caldwell, Bradley Morris",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Caldwell, Bradley Morris","Caldwell, Bradley",FALSE
"Sullivan, Charles Stanley",Transportation Appeal Tribunal of Canada,Govenor In Council Appointments,"Sullivan, Charles Stanley","Sullivan, Charles",FALSE
"Robinson, Deborah Wallis",VIA Rail Canada Inc.,Govenor In Council Appointments,"Robinson, Deborah Wallis","Robinson, Deborah",FALSE
"Pathak, Prashant Shanker",Business Development Bank of Canada,Govenor In Council Appointments,"Pathak, Prashant Shanker","Pathak, Prashant",FALSE
"Balsillie, James Laurence",Canada Foundation for Sustainable Development Technology,Govenor In Council Appointments,"Balsillie, James Laurence","Balsillie, James",FALSE
"Brazeau, Ginette C_line",Canada Industrial Relations Board,Govenor In Council Appointments,"Brazeau, Ginette C_line","Brazeau, Ginette",FALSE
"Lineker, William Terence",Canada Industrial Relations Board,Govenor In Council Appointments,"Lineker, William Terence","Lineker, William",FALSE
"Paterson, Andrew Bartholomew",Canada Post Corporation,Govenor In Council Appointments,"Paterson, Andrew Bartholomew","Paterson, Andrew",FALSE
"Coulson, Melissa Leigh",Canadian Air Transport Security Authority,Govenor In Council Appointments,"Coulson, Melissa Leigh","Coulson, Melissa",FALSE
"Restall, William Arthur",Canadian Air Transport Security Authority,Govenor In Council Appointments,"Restall, William Arthur","Restall, William",FALSE
"Nalyzyty, Andrea Olga",Canadian Centre for Occupational Health and Safety,Govenor In Council Appointments,"Nalyzyty, Andrea Olga","Nalyzyty, Andrea",FALSE
"Williams, Ronald Sydney",Canadian Human Rights Tribunal,Govenor In Council Appointments,"Williams, Ronald Sydney","Williams, Ronald",FALSE
"Prigent, Bernard Michel",Canadian Institutes of Health Research,Govenor In Council Appointments,"Prigent, Bernard Michel","Prigent, Bernard",FALSE
"Swyripa, Frances Ann",Canadian Museum of Immigration at Pier 21,Govenor In Council Appointments,"Swyripa, Frances Ann","Swyripa, Frances",FALSE
"Beckel, Margaret Louise",Canadian Museum of Nature,Govenor In Council Appointments,"Beckel, Margaret Louise","Beckel, Margaret",FALSE
"Fortney, Douglas Bruce",Immigration and Refugee Board,Govenor In Council Appointments,"Fortney, Douglas Bruce","Fortney, Douglas",FALSE
"MacLean, Kenneth Duncan",Immigration and Refugee Board,Govenor In Council Appointments,"MacLean, Kenneth Duncan","MacLean, Kenneth",FALSE
